word	kind	a	b	concrete_split	a_pass	b_pass	a_votes	b_votes	tier	jmdict_priority
痒疹	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痔	交わり無し	57	56	いいえ	一致	一致	3	3	jmdict	はい
痔ろう	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痔核	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痘苗	交わり無し	41	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痙性斜頸	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痙性麻痺	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痙縮	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛み分け	交わり無し	35	13	いいえ	一致	一致	3	3	jmdict	はい
痛め吟味	交わり無し	30	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛タク	交わり無し	24	33 45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛バ	交わり無し	42	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛バイク	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛手	交わり無し	14	13 56	いいえ	割れた	割れた	3	3	jmdict	はい
痛撃	交わり無し	15	14	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛車	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痛飲	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痩せ山	交わり無し	47	50	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痰切豆	交わり無し	43	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痰壺	交わり無し	45	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痴漢	交わり無し	20	24	いいえ	割れた	割れた	3	3	jmdict	はい
痴漢行為	交わり無し	35	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痴話	交わり無し	31	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痴鈍	交わり無し	30	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
痺れ茸	交わり無し	54	53	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
瘡	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
瘴癘	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
療育	交わり無し	33	15 30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
療養病床	交わり無し	44	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
療養者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癇性	交わり無し	13	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癈疾	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癌遺伝子	交わり無し	51 53	57	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癒し系	交わり無し	30	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癒傷組織	交わり無し	56	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癜	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癜風	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癰	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癰疽	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
癲癇持ち	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発付	交わり無し	34	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発信の否認不能	交わり無し	34	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発信者表示	交わり無し	31	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発信者識別番号	交わり無し	31	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発兌	交わり無し	37	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発勁	交わり無し	15	14	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発声学	交わり無し	32	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発声練習	交わり無し	32 33	30 31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発射台	交わり無し	45	44	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発展学習	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発掘調査	交わり無し	32 33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発源	交わり無し	15 17	12	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発煙弾	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発現	交わり無し	15	12	いいえ	割れた	一致	3	3	corpus	はい
発生段階	交わり無し	16	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発生源	交わり無し	17	12	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発生生物学	交わり無し	32	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発疹	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発着枠	交わり無し	37 38	16 17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発着駅	交わり無し	27 44	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発祥	交わり無し	12 16	15	いいえ	割れた	一致	3	3	jmdict	はい
発禁	交わり無し	34	36	いいえ	割れた	割れた	3	3	jmdict	はい
発表会	交わり無し	32 35	31	いいえ	割れた	割れた	3	3	jmdict	はい
発見	交わり無し	10 15	30	いいえ	一致	割れた	3	3	corpus	はい
発達ケア	交わり無し	33 57	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発酵学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発電器官	交わり無し	45 55	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発電子	交わり無し	51	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発音器	交わり無し	45	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
発頭	交わり無し	24	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登校拒否	交わり無し	15 34	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登校拒否児	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登科	交わり無し	34	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登第	交わり無し	15 34	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登記	交わり無し	31 34	10	いいえ	割れた	割れた	3	3	corpus	はい
登録免許税法	交わり無し	36	34	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登録抹消	交わり無し	34 37	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登録番号	交わり無し	10	19	いいえ	割れた	一致	3	3	jmdict	はい
登録自動車	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
登録車	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白	交わり無し	18	13	いいえ	割れた	割れた	3	3	corpus	はい
白々	交わり無し	13	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白し	交わり無し	15	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白み	交わり無し	18	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白トラ	交わり無し	55	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白ボール	交わり無し	40	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白一色	交わり無し	32	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白人至上主義者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白光	交わり無し	50	46	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白兵戦	交わり無し	36	14 15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白内障	交わり無し	57	56	いいえ	一致	一致	3	3	jmdict	はい
白刃取り	交わり無し	33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白口	交わり無し	40	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白地	交わり無し	17 47	18	いいえ	割れた	一致	3	3	jmdict	はい
白塗り	交わり無し	32 33	18 42	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白布	交わり無し	40 42	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白帆	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白帯下	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白張	交わり無し	40	46	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白房	交わり無し	54	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白扇	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白折	交わり無し	40	43	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白星	交わり無し	13 33	10	いいえ	割れた	割れた	3	3	jmdict	はい
白樺油	交わり無し	41 43	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白橡	交わり無し	42	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白沢	交わり無し	53	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白波	交わり無し	55	50	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白灯油	交わり無し	43 51	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白熱戦	交わり無し	15 36	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白牌	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白物	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白球	交わり無し	55	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白番	交わり無し	33	20	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白癜	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白皮症	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白票	交わり無し	34	36	いいえ	割れた	一致	3	3	jmdict	はい
白竹	交わり無し	54	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白組	交わり無し	27	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白舵木	交わり無し	54	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白色体	交わり無し	56	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白芥子	交わり無し	54	43	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白虎	交わり無し	52	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白蝶貝	交わり無し	51 55	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白血球減少	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白金耳	交わり無し	53	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白銑	交わり無し	51	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白鑞	交わり無し	51	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白雉	交わり無し	16	33 55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白馬非馬	交わり無し	10 31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白髪染め	交わり無し	40 42	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白鬼茸	交わり無し	54	53	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白魔法	交わり無し	32	30 33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
白魔術	交わり無し	32 33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百出	交わり無し	15	12 19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百叩き	交わり無し	33 34	36	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百合山葵	交わり無し	43	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百害	交わり無し	10	13	いいえ	一致	一致	3	3	jmdict	はい
百家争鳴	交わり無し	10 35	31	いいえ	割れた	割れた	3	3	jmdict	はい
百度	交わり無し	26	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百戦	交わり無し	15	36	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百戦百勝	交わり無し	10	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百折不撓	交わり無し	13	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百日鬘	交わり無し	42	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百眼	交わり無し	55	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百科	交わり無し	32	30 40	いいえ	一致	割れた	3	3	jmdict	はい
百科全書派	交わり無し	23 32	27 33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百薬	交わり無し	43	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百行	交わり無し	31	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百選	交わり無し	11	19	いいえ	一致	割れた	3	3	jmdict	はい
百錬	交わり無し	30	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百難	交わり無し	10	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百面相	交わり無し	32	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
百鬼夜行	交わり無し	33	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
的矢	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
的矢かき	交わり無し	55	43	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆の者	交わり無し	20	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆中	交わり無し	19	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆伝	交わり無し	34	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆兵	交わり無し	24	34 36	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆勤	交わり無し	34	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆勤賞	交わり無し	34	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆既食	交わり無し	50	52	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆様方	交わり無し	20	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皆無	交わり無し	19	12	いいえ	一致	割れた	3	3	jmdict	はい
皆皆様	交わり無し	20	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皇別	交わり無し	23	21	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皇后陛下	交わり無し	20	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皇帝	交わり無し	20 36	25	いいえ	一致	割れた	3	3	jmdict	はい
皇祖皇宗	交わり無し	20	21	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皇祚	交わり無し	36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皇霊	交わり無し	20 57	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮かむり	交わり無し	40	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮なめし	交わり無し	38	15 41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮下注射	交わり無し	30 56	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮相	交わり無し	13	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮膚潰瘍	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮膚炎	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮膚真菌症	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮膚硬化症	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皮膚科学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
皿洗い	交わり無し	24	15	いいえ	割れた	割れた	3	3	jmdict	はい
盈虚	交わり無し	13 19	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盗み	交わり無し	15	37	いいえ	一致	一致	3	3	corpus	はい
盗撮	交わり無し	15	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盗犯	交わり無し	24	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盗聴	交わり無し	15	31	いいえ	割れた	一致	3	3	corpus	はい
盗蜜	交わり無し	37	15 55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盛り砂	交わり無し	47	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盛挙	交わり無し	36	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盟主	交わり無し	24 36	25	いいえ	割れた	一致	3	3	jmdict	はい
盟休	交わり無し	35 36	38	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監察	交わり無し	36	15	いいえ	一致	割れた	3	3	corpus	はい
監査	交わり無し	30 36	38	いいえ	割れた	一致	3	3	corpus	はい
監査基準	交わり無し	34 36	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監査報告	交わり無し	31 36	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監査証跡	交わり無し	31 40	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監理ポスト	交わり無し	27	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監的	交わり無し	30	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監視	交わり無し	30 36	15	いいえ	一致	一致	3	3	corpus	はい
監視体制	交わり無し	36 38	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監視網	交わり無し	36 38	27	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監視資本主義	交わり無し	38	26	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
監護者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盤割	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盥漱	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盪尽	交わり無し	37	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目下	交わり無し	20 25	16 22	いいえ	割れた	一致	3	3	jmdict	はい
目処	交わり無し	16	13	いいえ	割れた	一致	3	3	jmdict	はい
目印	交わり無し	30	18	いいえ	割れた	割れた	3	3	jmdict	はい
目塗り	交わり無し	32 45	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目外し	交わり無し	30	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目差し	交わり無し	45	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
目抜	交わり無し	17	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目撃	交わり無し	31	10	いいえ	割れた	割れた	3	3	corpus	はい
目撃情報	交わり無し	31	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目撃者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目撥	交わり無し	45	43 55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目明き	交わり無し	24	20	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目木	交わり無し	45	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目板	交わり無し	45	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目梶木	交わり無し	45	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目標プログラム	交わり無し	31 32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目測	交わり無し	30	19	いいえ	一致	一致	3	3	jmdict	はい
目玉企画	交わり無し	38	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目的因	交わり無し	10	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目目連	交わり無し	55	50	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目箒	交わり無し	45	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目縁	交わり無し	45	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目腐れ	交わり無し	53 57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目茶	交わり無し	19	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目視検査	交わり無し	30 38	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目貫	交わり無し	45	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
目隠し葺き	交わり無し	45	44	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲亀浮木	交わり無し	33 50	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲判	交わり無し	31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲唖	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲撃ち	交わり無し	30	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲暦	交わり無し	16	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲目飛行	交わり無し	30	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
盲聾	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直き	交わり無し	18	16	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直交	交わり無し	15 18	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直交周波数多重	交わり無し	31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直交座標	交わり無し	19	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直交系列	交わり無し	19	11	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直値	交わり無し	37	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直入	交わり無し	17	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直列加算	交わり無し	19	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直叙	交わり無し	31	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直和	交わり無し	10	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直喩	交わり無し	31	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直巻き	交わり無し	15	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直弟子	交わり無し	24	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接	交わり無し	17	13	いいえ	一致	割れた	3	3	corpus	はい
直接フリーキック	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接受身	交わり無し	30 33	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接大気回収	交わり無し	38	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接正犯	交わり無し	34 36	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接競争	交わり無し	38	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接色指定	交わり無し	30	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接証拠	交わり無し	34	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直接関係	交わり無し	10	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直歳	交わり無し	16	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直流送電	交わり無し	38	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直球勝負	交わり無し	10 35	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
直留軽油	交わり無し	43 51	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
