word	kept	dropped	passes	tier
屠る	57	35	35 57 | 57 | 57	jmdict
履き違える	30	11 33 56	11 30 | 30 56 | 30 33	jmdict
屯す	33	35	33 | 35 | 33	jmdict
峙つ	17	12 35	12 17 | 17 | 35	jmdict
崇めたてる	36	30	30 | 36 | 36	jmdict
崇める	30	36	30 | 30 | 36	jmdict
崩す	15 37	33 57	15 37 | 15 33 37 | 15 37 57	jmdict
崩れかかる	15	12	12 15 | 15 | 15	jmdict
嵩張る	19	17	17 19 | 19 | 19	jmdict
巡り歩く	17 33	15	17 33 | 17 33 | 15 17	jmdict
巣立つ	57	15 17	17 57 | 57 | 15 57	jmdict
巣籠る	33	12 57	12 33 | 33 57 | 33	jmdict
巫山戯る	33	35	33 | 33 | 33 35	jmdict
差し上る	15 17	52	15 52 | 15 17 | 15 17	jmdict
差し付ける	15 35	36	15 35 | 15 36 | 15 35	jmdict
差し伸べる	15 35	33 34	33 35 | 15 34 | 15 35	jmdict
差し入れる	15 35	33	15 35 | 15 35 | 15 33	jmdict
差し出す	15 35	33 34 37	15 35 | 33 35 37 | 15 34	jmdict
差し固める	15	14	15 | 14 15 | 15	jmdict
差し当たる	15	35	15 | 15 | 35	jmdict
差し戻す	15	34 36	15 | 15 34 | 15 36	jmdict
差し押さえる	36	15	36 | 36 | 15 36	jmdict
差し招く	33	35	33 | 33 | 33 35	jmdict
差し挟む	15 31	35	15 31 35 | 15 | 15 31	jmdict
差し支える	13	14	13 | 13 | 13 14	jmdict
差し置く	15	34	15 | 15 | 15 34	jmdict
差し許す	34	36	34 | 36 | 34	jmdict
差し越す	16	15 17	16 | 16 | 15 17	jmdict
差し込む	15 17 56	50	15 17 56 | 15 17 50 56 | 15 17 56	jmdict
差し迫る	16	15	15 16 | 16 | 16	jmdict
差し違える	35	15	15 35 | 35 | 35	jmdict
差し遣わす	15 36	35	15 35 | 36 | 15 36	jmdict
差し障る	13	15	13 15 | 13 | 13	jmdict
差す	15 17 30 52	33 50	15 17 30 33 52 | 15 17 30 52 | 15 17 50	jmdict
巻き上がる	15	50	15 50 | 15 | 15	jmdict
巻き起こす	15	12	15 | 12 15 | 15	jmdict
巻き返す	15 34	35	15 34 35 | 15 34 | 15	jmdict
希う	30	31	30 | 30 | 30 31	jmdict
師と仰ぐ	30	36	30 | 30 36 | 30	jmdict
帯びる	13 34 51	33	13 34 | 13 33 34 51 | 34 51	jmdict
帰す	15 17	11 35	17 35 | 11 15 | 15 17	jmdict
干し殺す	57	51	57 | 57 | 51 57	jmdict
干す	15 36 51	33	15 36 51 | 15 36 51 | 15 33 51	jmdict
干る	15 51	50 52	15 51 | 15 51 | 15 50 51 52	jmdict
干割れる	51	15	15 | 51 | 51	jmdict
平らぐ	13 15	17 30	13 30 | 13 15 17 | 13 15	jmdict
平らげる	33	15 35	33 | 33 35 | 15 33	jmdict
年老いる	57	15	57 | 15 57 | 57	jmdict
幼びる	13	57	57 | 13 | 13	jmdict
広げる	15 17	19 38	15 17 19 | 15 17 | 15 17 38	jmdict
広まる	15 17	31	15 17 31 | 15 17 | 15	jmdict
庇う	35	36	35 | 35 36 | 35	jmdict
座り直す	33	15	15 33 | 33 | 33	jmdict
廃れる	12	15	12 | 15 | 12	jmdict
建て込む	17	38	17 38 | 17 | 17	jmdict
弁える	30	34	30 34 | 30 | 30	jmdict
弄くる	15	33 35	33 | 15 | 15 35	jmdict
弄ぶ	35	15 30 33	35 | 33 35 | 15 30 35	jmdict
弄る	15	33 35	15 33 | 15 | 15 35	jmdict
弓引く	15 35	36	15 36 | 15 35 | 15 35	jmdict
引かす	15	19	15 | 15 19 | 15	jmdict
引きずられる	15	30	15 | 15 30 | 15	jmdict
引きずり降ろす	15 36	17	15 36 | 15 17 36 | 15 36	jmdict
引きつる	56	15	56 | 15 56 | 56	jmdict
引きつれる	56	15 35	15 56 | 56 | 35	jmdict
引き上げる	15 17 19	36	15 17 19 | 15 17 19 36 | 15 17 19	jmdict
引き下がる	15 35	17	17 35 | 15 35 | 15 35	jmdict
引き下ろす	15 17	36 37	15 17 | 15 17 36 | 15 37	jmdict
引き倒す	15	35	15 | 15 | 15 35	jmdict
引き写す	32	31	32 | 31 32 | 32	jmdict
引き分ける	35	34	34 35 | 35 | 35	jmdict
引き去る	15	37	15 | 15 | 15 37	jmdict
引き取る	37	15	37 | 15 37 | 37	jmdict
引き受ける	34	38	34 | 34 38 | 34	jmdict
引き合う	11 14 37	15 35	11 14 37 | 11 14 37 | 11 15 35 37	jmdict
引き回す	15 17	35 36	15 35 | 15 17 | 15 17 36	jmdict
引き抜く	15 37	38	15 37 | 15 37 | 15 38	jmdict
引き摺り回す	15	17 36	15 17 | 15 36 | 15	jmdict
引き摺り込む	15 35	17	15 35 | 15 35 | 15 17	jmdict
引き止める	15	14 35	14 15 | 15 | 15 35	jmdict
引き渡す	35 36	37	36 | 35 37 | 35 36	jmdict
引き直す	15	32	15 | 15 | 15 32	jmdict
引き結ぶ	15	35	15 | 15 35 | 15	jmdict
引き継ぐ	36	34 38	34 36 | 36 38 | 36	jmdict
引き締める	15 30	36 37	15 30 | 15 | 15 30 36 37	jmdict
引き込む	15 30	17	15 30 | 15 17 | 15 30	jmdict
引き連れる	17 36	35	17 35 | 17 36 | 17 36	jmdict
引く	15 17 19 30 32 57	14 31	14 15 19 30 32 57 | 15 17 19 30 32 57 | 15 17 19 30 31 57	jmdict
引ける	15 30	13 16 38	15 16 30 | 13 15 30 38 | 15 30	jmdict
引っかかる	15 30	35	15 30 35 | 15 30 | 15 30	jmdict
引っくるめる	11	15	11 15 | 11 | 11	jmdict
引っ付く	15	11 17	15 | 15 | 11 15 17	jmdict
引っ付ける	15	17	15 17 | 15 | 15	jmdict
引っ張り上げる	15	14 17 36	14 15 17 | 15 | 15 36	jmdict
引っ張り下ろす	14 15	17	15 | 14 15 17 | 14 15	jmdict
引っ張り合う	14 35	15	15 35 | 14 35 | 14 35	jmdict
引っ張り回す	15	17	15 17 | 15 | 15	jmdict
引っ張り込む	15 17	35	15 35 | 15 17 | 15 17	jmdict
引っ張る	15 36	14 16	15 16 36 | 15 36 | 14 15	jmdict
引っ掛ける	15 35	17	15 35 | 15 17 35 | 15 35	jmdict
引っ掴む	15	56	15 | 15 | 15 56	jmdict
引っ掻き回す	15	35	15 35 | 15 | 15	jmdict
引っ立てる	15 35	36	15 36 | 15 35 | 15 35	jmdict
引っ詰める	15	56	15 | 15 | 15 56	jmdict
引っ越す	15 17	33	15 33 | 15 17 | 15 17	jmdict
引っ込ます	15	17	15 | 15 17 | 15	jmdict
引っ込める	15	17 35	15 17 | 15 | 15 35	jmdict
弛む	15	13	15 | 15 | 13 15	jmdict
弥立つ	30 56	57	56 | 30 57 | 30 56	jmdict
弱る	14	15 56 57	15 56 | 14 | 14 57	jmdict
張り出す	17 31	15	17 31 | 17 31 | 15 17 31	jmdict
張り詰める	13 30	15	13 15 | 13 30 | 13 30	jmdict
張り込む	33 37	35	33 37 | 35 37 | 33 37	jmdict
張る	15	17 19 30 35 38	15 19 30 38 | 15 | 15 17 35	jmdict
強つく	15	13 56	15 56 | 13 15 | 15	jmdict
弾き返す	15	14	15 | 14 15 | 15	jmdict
弾き飛ばす	15	14	15 | 15 | 14 15	jmdict
弾く	15 32 34	19	15 32 | 15 32 34 | 15 19 32 34	jmdict
弾ける	15 51	32	15 32 51 | 15 51 | 15 51	jmdict
弾む	15 30	19 31 37	15 30 31 37 | 15 30 | 15 19 30	jmdict
当たり散らす	35	30	30 35 | 35 | 35	jmdict
当たる	10 15 17 34 50	11 37	10 15 17 34 | 10 11 15 34 50 | 10 15 17 34 37 50	jmdict
当てはまる	13	11	13 | 11 | 13	jmdict
当てられる	15	30 31 34	15 | 15 31 | 15 30 34	jmdict
当てる	15 30 36 37	17 34	15 17 30 34 | 15 30 36 37 | 15 30 36 37	jmdict
彩なす	32	15	15 32 | 32 | 32	jmdict
彷徨える	17	15	15 17 | 17 | 17	jmdict
役立てる	34	14	14 | 34 | 34	jmdict
往なす	35	15	35 | 15 35 | 35	jmdict
往ぬ	15	16 57	15 | 15 | 15 16 57	jmdict
征く	17	15	15 17 | 17 | 17	jmdict
待ちわびる	30	16	16 30 | 30 | 30	jmdict
待ち惚ける	16	35	16 | 16 35 | 16	jmdict
待ち構える	16 35	30	16 30 | 16 35 | 16 35	jmdict
従う	36	17	17 36 | 36 | 36	jmdict
心がける	30	34	30 | 30 34 | 30	jmdict
忍ばせる	15	33	15 | 15 | 33	jmdict
忍び泣く	30 57	56	30 57 | 30 57 | 30 56	jmdict
忍び込む	17	15	17 | 17 | 15 17	jmdict
忍ぶ	14 17	33	14 17 | 14 33 | 14 17	jmdict
応える	31 35	15 34	31 35 | 15 35 | 31 34	jmdict
応じる	35	11 34	35 | 35 | 11 34 35	jmdict
応ずる	31 35	13	35 | 13 31 35 | 31 35	jmdict
怒らせる	30	35	30 | 30 | 30 35	jmdict
怒鳴り込む	17 31 35	15	17 35 | 15 31 35 | 17 31 35	jmdict
怖気立つ	30	56	30 | 30 | 30 56	jmdict
思いとどまる	30	34	30 | 30 | 30 34	jmdict
思い描く	30	32	30 | 30 32 | 30	jmdict
思い知らせる	30	34	30 | 30 34 | 30	jmdict
思い立つ	30	15	30 | 15 30 | 30	jmdict
思い続ける	30	16	30 | 16 30 | 30	jmdict
思われる	30	13	30 | 30 | 13 30	jmdict
急かす	16	35	16 | 16 35 | 16	jmdict
急かせる	16	35 36	16 36 | 16 | 16 35	jmdict
急がす	16	14 36	16 | 14 16 | 16 36	jmdict
急がせる	16	36	16 36 | 16 | 16	jmdict
急き立てる	16 36	14 35	16 35 | 16 36 | 14 36	jmdict
怪しむ	30	10	30 | 10 30 | 30	jmdict
恥ずか死ぬ	30	57	30 57 | 30 | 30	jmdict
息せき切る	56	15	15 56 | 56 | 56	jmdict
息つく	56 57	16	16 56 | 56 57 | 57	jmdict
息づく	57	56	56 57 | 57 | 57	jmdict
息む	56 57	14	56 57 | 14 56 | 56 57	jmdict
恵まれる		13 19 37	37 | 13 | 19	jmdict
恵む	37	36	36 | 37 | 37	jmdict
悖る		11 13 34	34 | 13 | 11	jmdict
惑わす	30	35	30 | 30 35 | 30	jmdict
惚ける	30	34	30 34 | 30 | 30	jmdict
惹く	30	14 15	15 30 | 14 30 | 30	jmdict
意味づける	30	31	30 31 | 30 | 30	jmdict
愚集む	15	30	30 | 15 | 15	jmdict
慕い寄る	17 30	35	17 30 | 35 | 17 30	jmdict
慣らす	13	30	13 | 13 30 | 13	jmdict
慣れる	13	30	30 | 13 | 13	jmdict
慣れ親しむ	30 35	13	30 | 13 35 | 30 35	jmdict
慰めあう	35	30	35 | 30 35 | 35	jmdict
慰める	35	30	30 35 | 35 | 35	jmdict
憚る	30	34	30 | 30 34 | 30	jmdict
懐ける	35	36	36 | 35 | 35	jmdict
懸け隔たる	17	11	11 17 | 17 | 17	jmdict
成す	34	15	15 34 | 34 | 34	jmdict
成りすます		10 34 35	35 | 10 | 34	jmdict
成り下がる	15	13	15 | 15 | 13 15	jmdict
成り切る	15	32	15 | 15 | 15 32	jmdict
成り掛かる	15	12	15 | 12 15 | 15	jmdict
成り掛ける	15	16	15 16 | 15 | 15	jmdict
成り果てる	15	13	15 | 13 15 | 15	jmdict
成り立つ	12 13	11	12 13 | 11 12 | 12 13	jmdict
成る	11 12 15	34 57	12 15 | 11 12 15 34 57 | 11 12	jmdict
戒める	36	31	36 | 31 36 | 36	jmdict
戯える	33	35	33 | 33 35 | 33	jmdict
所帯じみる	15 33	13	13 15 33 | 15 | 33	jmdict
扇ぎ立てる	15 35	51	15 35 51 | 15 35 | 15 35	jmdict
扇ぐ	15	35 51	15 | 15 | 15 35 51	jmdict
手がける	32 38	33	33 38 | 32 38 | 32 38	jmdict
手なずける	36	35	36 | 35 36 | 36	jmdict
手仕舞う	15 38	37	15 38 | 15 38 | 15 37	jmdict
手向ける	34	33	33 | 34 | 34	jmdict
手招く	33	35	33 35 | 33 | 33	jmdict
手渡す	35	15 37	35 | 35 | 15 37	jmdict
手繰る	15 30	33	15 33 | 15 30 | 15 30	jmdict
手間取る	16	13	16 | 13 16 | 16	jmdict
才気走る	30	13	30 | 30 | 13 30	jmdict
才走る	30	13	30 | 13 | 30	jmdict
打ちひしぐ	30	15 34	15 30 | 30 34 | 30	jmdict
打ち上がる	15	17	15 | 15 | 15 17	jmdict
打ち上げる	15	17 33 38	15 17 33 | 15 | 15 38	jmdict
打ち伏す	14 15	35	15 35 | 14 15 | 14 15	jmdict
打ち倒す	15 35	34	15 35 | 15 34 | 15 35	jmdict
打ち勝つ	34	35	34 | 34 35 | 34	jmdict
打ち取る	34 57	15 35	34 57 | 15 34 | 34 35 57	jmdict
打ち合わせる	31 35	15	31 35 | 31 35 | 15 35	jmdict
打ち噛ます	15	14 35	14 15 | 15 | 15 35	jmdict
打ち守る	36	34	34 | 36 | 36	jmdict
打ち寄せる	15 50	17	15 50 | 15 50 | 15 17 50	jmdict
打ち崩す	15	34	15 | 15 | 15 34	jmdict
打ち延ばす	15	38	15 | 15 38 | 15	jmdict
打ち沈む	30	15	30 | 15 30 | 30	jmdict
打ち直す	15	31	15 | 15 31 | 15	jmdict
打ち眺める	56	30	30 | 56 | 56	jmdict
打ち破る	15 34	35	15 34 | 15 34 35 | 15 34	jmdict
打ち続く	16	15	15 16 | 16 | 16	jmdict
打ち続ける	15	16	15 | 15 | 15 16	jmdict
打ち負ける	34	35	34 | 34 35 | 34	jmdict
打ち震える	56	30	30 56 | 56 | 56	jmdict
打ち鳴らす	15	33 50	15 | 15 50 | 15 33	jmdict
打っちゃる	15	34	15 | 15 | 15 34	jmdict
打って掛かる	35	15	35 | 15 35 | 35	jmdict
打っ手繰る	37	35	37 | 37 | 35 37	jmdict
打つ	15 30 31	56	15 30 31 | 15 30 31 56 | 15 30 31	jmdict
払い出す	37	15	37 | 37 | 15 37	jmdict
扱う	15 36 38	31 33 34	15 34 36 38 | 15 31 36 | 33 36 38	jmdict
扼す	14 36	56	14 36 | 14 36 | 14 56	jmdict
承る	31	34 35	31 35 | 31 34 | 31	jmdict
抑える	14 30 36	19	14 19 30 | 14 30 36 | 14 36	jmdict
投げ下ろす	15	17	15 | 15 | 15 17	jmdict
投げ与える	15 34	35	15 34 | 15 35 | 15 34	jmdict
投げ倒す	15	14 35	15 35 | 14 15 | 15	jmdict
投げ捨てる	15	34	15 34 | 15 | 15	jmdict
投げ落とす	15	17	15 17 | 15 | 15	jmdict
投げ込む	15	17	15 | 15 | 15 17	jmdict
投げ返す	15	35	15 | 15 35 | 15	jmdict
投げ飛ばす	15	34	15 34 | 15 | 15	jmdict
投じる	15 37	34 36	15 37 | 15 34 36 37 | 15 37	jmdict
折りたたむ	15	17	15 17 | 15 | 15	jmdict
折り合う	35	11	11 35 | 35 | 35	jmdict
折り敷く	33	56	33 | 33 | 33 56	jmdict
折り重ねる	15	17	15 17 | 15 | 15	jmdict
抜かす	15 31	19	15 31 | 15 31 | 15 19 31	jmdict
抜き出る	15 34	11 13 17	11 15 | 15 34 | 13 17 34	jmdict
抜く	15 34	11 17 19 56	15 34 56 | 15 19 34 | 11 15 17 34	jmdict
抜ける	12 15 17	19 57	12 15 17 57 | 12 15 17 19 | 12 15 17	jmdict
抜け替わる	15	56	15 56 | 15 | 15	jmdict
披く	15	31	15 | 15 31 | 15	jmdict
抱える	33 38	12 30 56	12 33 | 33 38 | 30 38 56	jmdict
抱え込む	15 34	30	15 34 | 15 34 | 15 30 34	jmdict
抱きとめる	15 56	33	15 56 | 15 56 | 15 33	jmdict
抱き上げる	15	56	15 | 15 56 | 15	jmdict
抱き下ろす	15	33	15 33 | 15 | 15	jmdict
抱き合う	35 56	33	35 56 | 33 35 | 35 56	jmdict
抱き合わせる	11 15	37	11 15 | 15 37 | 11 15	jmdict
抱き寄せる	33	15 35	15 33 | 33 | 35	jmdict
抱き抱える	15 33	56	15 33 | 15 33 | 15 56	jmdict
抱き込む	35	33 36	36 | 33 35 | 35	jmdict
抱く	30 33	35 56 57	30 33 35 | 30 33 | 30 56 57	jmdict
押さえる	14 36	15 30 34 37	14 36 | 14 15 30 36 37 | 14 34	jmdict
押しやる	15	17	15 17 | 15 | 15	jmdict
押し下げる	15 17	14 19	15 17 19 | 15 | 14 15 17	jmdict
押し入る	15 17	35	17 35 | 15 17 | 15 17	jmdict
押し出す	15	17	15 | 15 17 | 15	jmdict
押し分ける	15	17	15 | 15 | 15 17	jmdict
押し切る	14 15 34	35	14 15 | 14 34 35 | 15 34	jmdict
押し包む	15	17	15 17 | 15 | 15	jmdict
押し固める	15	14	14 15 | 15 | 15	jmdict
押し当てる	15	17	15 | 15 17 | 15	jmdict
押し殺す	15 30 57	31	30 57 | 15 30 31 57 | 15 30	jmdict
押し渡る	15 17	35	15 17 | 17 | 15 17 35	jmdict
押し立てる	15 36	14	14 15 36 | 15 36 | 15 36	jmdict
押し縮める	15	19	15 | 15 | 15 19	jmdict
押し詰まる	15 16	13	15 16 | 13 15 16 | 15 16	jmdict
押し詰める	15	17	15 | 15 | 15 17	jmdict
押し込む	15	17 35	15 | 15 35 | 15 17	jmdict
押し返す	15	14 35	14 15 | 15 35 | 15	jmdict
押し迫る	16	15	15 16 | 16 | 16	jmdict
押し通す	14 34	15	14 34 | 14 34 | 14 15 34	jmdict
押し進める	15	34 38	15 34 | 15 38 | 15	jmdict
押し開ける	15	14	15 | 14 15 | 15	jmdict
押し隠す	15	34	15 | 15 | 15 34	jmdict
押す	15	14	14 15 | 15 | 15	jmdict
押っ圧折る	15	14	15 | 15 | 14 15	jmdict
押っ被せる	15 36	17	15 36 | 15 17 36 | 15 36	jmdict
担ぎ上げる	15 36	17	15 36 | 15 17 36 | 15 36	jmdict
担ぎ回る	15	17 33	15 33 | 15 | 15 17	jmdict
担ぐ	33 36	15 35	33 36 | 15 35 36 | 33	jmdict
拐かす	35	10	10 35 | 35 | 35	jmdict
拒む	35	34	35 | 35 | 34 35	jmdict
拒否る	34	35	35 | 34 | 34	jmdict
拗ける	15 30	13	15 30 | 13 30 | 15 30	jmdict
拗らせる	15 57	13	15 57 | 13 15 | 15 57	jmdict
拘う	11	30	11 | 11 | 11 30	jmdict
拘り合う	35	11 30	30 35 | 11 35 | 35	jmdict
招き入れる	17 35	15	17 35 | 15 35 | 17 35	jmdict
招き寄せる	15 35	17	17 35 | 15 35 | 15 35	jmdict
括る	15 30	31	15 | 15 30 31 | 15 30	jmdict
括れる	15	56	15 | 15 | 15 56	jmdict
拭い去る	15	30	15 | 15 | 15 30	jmdict
拭き消す	15	12	12 15 | 15 | 15	jmdict
拾い上げる	15	17 37	15 37 | 15 17 | 15	jmdict
持ち上がる	15	12	12 15 | 15 | 15	jmdict
持ち上げる	15 36	17	15 36 | 15 17 36 | 15 36	jmdict
持ち出す	15 17 31	37	15 17 31 | 15 17 31 | 15 31 37	jmdict
持ち古す	15	33	15 | 15 33 | 15	jmdict
持ち合う	11 37	35	11 37 | 11 37 | 35	jmdict
持ち回る	15	35 36	15 36 | 15 35 | 15	jmdict
持ち崩す	37	33	37 | 37 | 33 37	jmdict
持ち歩く	15	17	15 | 15 | 15 17	jmdict
持ち添える	15	33	15 33 | 15 | 15	jmdict
持ち直す	15	57	15 57 | 15 | 15	jmdict
持ち越す	16	15	15 16 | 16 | 16	jmdict
持ち込む	15 17	31	15 17 31 | 15 17 | 15 17	jmdict
持つ	12 15 34 37	13 14 16 33	12 15 16 34 | 13 15 37 | 12 14 33 34 37	jmdict
指差す	33	17	33 | 33 | 17	jmdict
指折り数える	19 30	33	19 33 | 19 30 | 19 30	jmdict
挑みかかる	35	15 34	35 | 15 35 | 34 35	jmdict
挑む	34	35	35 | 34 | 34	jmdict
挙がる	12 15 34	31	12 15 31 34 | 15 34 | 12 15	jmdict
挙げる	15 31 33 34	36 38	15 31 33 34 | 15 31 33 34 36 38 | 15 31 34	jmdict
挙る	33	19	33 | 19 | 33	jmdict
振りかける	15	19	15 19 | 15 | 15	jmdict
振りまく	15	33	15 33 | 15 | 15	jmdict
振り上げる	15	17	15 | 15 | 15 17	jmdict
振り下ろす	15	17	15 17 | 15 | 15	jmdict
振り仰ぐ	17 33	56	17 33 | 17 56 | 17 33	jmdict
振り分ける	15 36	19	19 36 | 15 36 | 15 36	jmdict
振り切る	15 35	34	15 35 | 15 35 | 15 34	jmdict
振り切れる	15	19	15 | 15 | 15 19	jmdict
振り合う	35	15 33	15 35 | 33 35 | 35	jmdict
振り向ける	17 36	37	17 36 | 17 37 | 17 36	jmdict
振り払う	15	35	15 35 | 15 | 15	jmdict
振り替える	15 37	16	15 16 37 | 15 37 | 15 37	jmdict
振り絞る	14 15	30 31	14 15 | 14 15 | 14 30 31	jmdict
振り起こす	15 30	14	15 30 | 15 30 | 14 30	jmdict
振り返す	15	17	15 | 15 17 | 15	jmdict
振り返る	15 30	17	15 30 | 15 30 | 15 17 30	jmdict
振り遅れる	16	15	15 16 | 16 | 16	jmdict
振る	15 35 36	33	15 33 35 36 | 15 35 36 | 15 35 36	jmdict
振るう	14 15	34 36	14 15 | 14 15 36 | 14 15 34	jmdict
振れる	15 17	19	15 17 19 | 15 | 15 17	jmdict
挺す	34	56	34 | 34 | 34 56	jmdict
挽き割る	15	51	15 | 15 | 15 51	jmdict
挽く	15	51	15 | 15 51 | 15	jmdict
捉える	15 30	14	15 30 | 15 30 | 14 30	jmdict
捌く	15 35 37 38	33	15 35 37 38 | 15 33 37 38 | 15 35 37 38	jmdict
捌ける	37 38	12 15 34	15 37 38 | 12 34 37 | 37 38	jmdict
捏ねる	15	30 31	15 | 15 30 31 | 15	jmdict
捕まる	35	36	35 | 35 | 35 36	jmdict
捕れる	37	15 34	37 | 37 | 15 34	jmdict
捗る	15 38	13	15 38 | 15 38 | 13 15	jmdict
捥ぐ	15	38	15 38 | 15 | 15	jmdict
捧げ持つ	33	15	33 | 15 33 | 33	jmdict
捨て置く	15	17 34	15 34 | 15 17 | 15	jmdict
捩じ取る	15	14	15 | 15 | 14 15	jmdict
据え付ける	15	38	15 | 15 38 | 15	jmdict
据え置く	15	19	15 19 | 15 | 15	jmdict
据わる	33	17 30	17 | 30 33 | 33	jmdict
捲れる	15	17	15 | 15 17 | 15	jmdict
捻くれる	15 30	13	13 15 30 | 15 30 | 15 30	jmdict
捻じ曲がる	15	17 30	15 17 30 | 15 | 15	jmdict
捻り潰す	15	14	15 | 15 | 14 15	jmdict
掃き出す	15	33 36	15 33 | 15 36 | 15	jmdict
掃き寄せる	15	17	15 | 15 | 15 17	jmdict
掃き捨てる	15	33	15 | 15 | 15 33	jmdict
掃く	33	15	33 | 33 | 15	jmdict
授かる	37	57	37 | 37 | 37 57	jmdict
掘り出す	15	37	15 37 | 15 | 15	jmdict
掘り当てる	15 34	37	15 37 | 15 34 | 15 34	jmdict
掘り込む	15	17	15 17 | 15 | 15	jmdict
掛かり合う	35	11	35 | 35 | 11 35	jmdict
掛かる	11 15 16 17 19 31	35 57	15 16 17 19 35 | 11 15 16 17 19 31 | 11 15 16 17 19 31 57	jmdict
掛ける	15 17 19 31 37	14 16 33 34 35 36 56	14 15 16 17 19 31 33 35 37 56 | 15 17 19 31 36 37 | 15 17 19 31 34 37	jmdict
掛け合わす	11 15	19	11 15 19 | 11 15 | 11 15	jmdict
掛け合わせる	15 19	11	15 19 | 11 15 19 | 15	jmdict
掛け持つ	33	38	33 | 33 | 33 38	jmdict
掛け違う	11	35	11 | 11 35 | 11	jmdict
掠める	15 37	30	15 37 | 15 30 37 | 15 37	jmdict
掠め奪う	37	15 35	15 37 | 37 | 35 37	jmdict
掠る	15	17	15 17 | 15 | 15	jmdict
掠れる	15	56	15 | 15 | 15 56	jmdict
採る	34 37 38	15	34 37 38 | 34 37 | 15 34 37 38	jmdict
採れる	37	38	37 38 | 37 | 37	jmdict
探し回る	30	17	17 30 | 30 | 30	jmdict
探り出す	30	15	15 30 | 30 | 30	jmdict
探り回る	15 30	17	15 30 | 15 17 30 | 15 30	jmdict
探り当てる	30	34	30 | 30 | 30 34	jmdict
控える	17 31 34	12 16 19	17 34 | 16 19 31 34 | 12 17 31 34	jmdict
推す		30 34 35 36	36 | 34 | 30 35	jmdict
措く	15	17	15 | 15 | 17	jmdict
掴ませる	15 37	34 35	34 37 | 15 | 15 35 37	jmdict
掴みかかる	35	14 56	14 35 | 35 | 35 56	jmdict
掴み上げる	15	14	14 15 | 15 | 15	jmdict
掴む	15 30	14 37	14 30 37 | 15 30 | 15 30	jmdict
掻い摘む	31	15	31 | 15 31 | 31	jmdict
掻き立てる	30	35 51	30 35 51 | 30 | 30	jmdict
掻っ切る	15	56	15 | 15 | 15 56	jmdict
掻っ捌く	15	56	15 | 15 | 15 56	jmdict
掻っ攫う	37	15	37 | 37 | 15 37	jmdict
揃える	15	11 13 19	15 19 | 13 15 | 11 15	jmdict
揉まれる	15 35	34	15 35 | 15 34 | 35	jmdict
揉む	15 56	30	15 30 56 | 15 | 15 56	jmdict
描き溜める	32	19	32 | 19 32 | 32	jmdict
描き足す	32	15	32 | 32 | 15 32	jmdict
描く	32	30	30 32 | 32 | 32	jmdict
揚がる	15 51	17	15 51 | 15 17 51 | 15 51	jmdict
揚げる	15 33	51	15 33 | 15 51 | 15 33	jmdict
握らす	15	33 36	33 | 15 36 | 15	jmdict
握り合う	35	56	35 | 35 | 35 56	jmdict
握り込む	15	37 56	15 56 | 15 | 15 37	jmdict
握り返す	35 56	33	33 | 35 56 | 35 56	jmdict
握る	36 56	15	36 56 | 15 56 | 36 56	jmdict
揺すり起こす	15 56	57	15 56 | 15 56 | 15 57	jmdict
揺らめく	15	50	15 | 15 50 | 15	jmdict
揺るがす	15 30	14	14 15 30 | 15 | 15 30	jmdict
搗く	15	33	15 33 | 15 | 15	jmdict
携える	17	15 33	17 | 17 33 | 15	jmdict
摂る	56	33 57	56 57 | 33 | 56	jmdict
撃ち出す	15	14	15 | 14 15 | 15	jmdict
撃ち当てる	15	34	15 | 15 34 | 15	jmdict
撃ち払う	15 35	14	15 35 | 15 35 | 14 35	jmdict
撃ち抜く	15 35	14	14 15 35 | 15 | 15 35	jmdict
撃ち込む	15	34	15 | 15 34 | 15	jmdict
撃つ	15	35	15 | 15 35 | 15	jmdict
撫ぜる	56	15	56 | 15 | 56	jmdict
撫でさする	33 56	15	15 56 | 33 | 33 56	jmdict
撫でる	33	56	33 | 33 | 56	jmdict
撫で上げる	15 33	56	15 33 | 15 33 56 | 15 33	jmdict
撫で下ろす	33	15 30 56	15 30 33 | 33 | 56	jmdict
擬す	11	32	11 | 11 32 | 11	jmdict
支える	14	15 36	14 36 | 14 15 | 14	jmdict
攻め上る	15 35	17	17 35 | 15 35 | 15 35	jmdict
攻め入る	17 35	15	17 35 | 17 35 | 15 35	jmdict
攻め取る	37	15 35 36	15 37 | 35 37 | 36	jmdict
攻め抜く	35	34	35 | 35 | 34 35	jmdict
攻め立てる	35	15	35 | 15 35 | 35	jmdict
攻め落とす	35 36	15	15 35 36 | 35 36 | 35	jmdict
攻め込む	15 35	17	15 35 | 15 35 | 17 35	jmdict
放ったらかす	34	15	34 | 34 | 15	jmdict
放っぽる	34	15	15 34 | 34 | 34	jmdict
放つ	15	51	15 | 15 51 | 15	jmdict
放り上げる	15	34	15 34 | 15 | 15	jmdict
放り込む	15	17	15 | 15 17 | 15	jmdict
救い出す	34	15	15 34 | 34 | 34	jmdict
救われる	30 34	57	30 34 | 30 34 57 | 30 34	jmdict
教える	31	30	30 31 | 31 | 31	jmdict
教え諭す	31	34 36	31 34 | 31 36 | 31	jmdict
教え込む	31	30	31 | 31 | 30 31	jmdict
散ける	15	17	15 17 | 15 | 15	jmdict
